x1,x2,x3,x4,x5,x6,y
A,b,0.7172362653959105,-0.09308321121788724,-0.10586531589915754,-0.774709125863888,-2.2543365291531208
A,a,2.357106483342131,-3.867138676104458,1.191987338414804,-0.22466371447094266,2.1286352382427904
C,b,-2.943071327237126,-0.4323143797780975,-0.0666945007120988,0.6776993187341561,-7.154250294798855
A,a,0.8258650758683437,-3.119160043160128,-0.9724979630614341,-2.602080231243097,2.874750211434662
C,a,1.103945286004149,-1.2730824991566316,-2.0377510834572905,0.30820094469312187,-0.10540070800904583
C,b,-1.1996350304065229,-1.437106524312927,1.5721877324599907,-1.5128457244560949,-5.898779717774125
C,b,0.21861819515600897,2.305137753357778,5.355615655235483,-3.0479661800461373,-0.5739367844909657
B,a,-1.2445426074632921,-0.9429053260427313,1.63136852431489,-2.49446371251604,-1.6772099143461403
C,a,-1.8753099334262573,1.7095775732408234,0.7694275376192896,1.6219195779127722,-1.1850267360488933
B,a,1.941327619312708,-0.768454864115916,-1.0600476372151295,-0.5397051252018051,-0.8570340057564753
A,b,-1.3782970286896947,3.7339242005237647,-1.8927063104228838,-3.6203983524496186,-3.30834780316401
C,b,2.902472406428131,0.37369086850898303,-2.603575384452887,0.4958326631533098,-6.275287442821986
A,a,2.2283634790821516,-0.2940031131814592,2.7177996111421363,-2.5999723432241946,-0.3975063646372407
A,b,3.35469837789114,-0.8497439838857654,0.2621686252077356,1.5066659996763463,-3.850922119224
B,a,2.5630551706588913,1.7909565263263383,2.5331909512646185,-1.4880828689831058,1.0713373512434945
B,a,1.5977321628533643,-0.5160109922171715,2.622229703673623,-2.339986948128808,-0.4813573790211277
A,a,-1.4185734902360236,1.2938205316989182,3.6445910419586167,0.38005299141357424,-1.214964706385359
C,a,0.4722171669134674,3.568705632139809,0.7417383946402523,-2.114859235028397,3.2376162955973595
A,a,-1.7929666403579392,-2.4090681962099,2.748573927912071,-0.4000384378916796,0.6797644217817006
A,a,-1.7440574037321586,-0.936129680832237,-0.334106189154367,1.8191481948364971,-1.972243388338416
C,a,0.7163921586766772,2.482767369391001,1.7175013644605488,1.8607426614118803,2.7272334817312753
B,a,-2.5955047939138454,-0.6236347842009392,0.055064824190962085,0.05825346433166758,-1.9620911286097857
B,b,-2.7531889416440523,2.637009970444558,-0.5887478414343986,-1.0269412977865573,-4.373391145437933
C,b,0.4587939990610487,-0.5308729629146871,0.5834225890835855,-0.6730661814734634,-5.126281233107197
A,a,0.3920740018874515,0.22285273668349712,-1.1828451456029099,1.9401330836020263,-1.3541396665644134
B,a,0.4657703420188188,-2.2762491585660984,-0.8398296056897259,-0.7078254813311071,2.2580955544770633
C,a,2.180547820759377,0.5536476674007944,3.6265863376500422,0.4402658429444428,-1.9802565906550762
C,a,-3.2506329047693057,1.64142696413596,1.768804762410775,0.5224503807178607,-0.015705609808719406
C,b,3.194022287424655,3.418352166551777,0.8652087078371535,-0.7296326086171026,-0.9054562909468368
B,a,2.197380971714091,1.1666819527153462,2.2538530512028734,1.1557649461254782,-0.1620151242313928
C,b,4.1497728008058115,-0.7444695629028266,0.6546916231118937,1.4845477632813981,-8.002983364004349
A,b,0.837710961327602,-1.227740906766256,-1.4104070207983654,-0.6160592419138495,-1.1514658137554765
C,b,-2.762656143310713,0.41889529607883447,1.6631764687873414,-0.5381554478207115,-7.612548505237094
B,b,0.47540325023666413,-0.17426607891091883,2.018238138611953,-1.1995278341474176,-6.830200752497914
C,a,-1.9450267855188799,0.09824426861659508,3.6133021845206654,0.328227156339494,-4.368974159193987
C,a,1.2201268539478136,-0.03314525944557114,0.39741131878982916,3.9820236765778225,-2.549398675922057
C,a,-0.6896479924712843,0.7322011832517693,0.47583455851997913,-3.1527421755115093,-3.3139275603475693
C,b,0.9649588648683018,0.5657559854318128,1.5633908318793437,-3.5919245731603495,-4.63285281322554
A,b,-0.32775907781488167,-2.0138785558178633,-2.863690616344915,0.2675993161034822,-2.0081169440221296
B,a,2.5923087258131496,0.09015871682110853,-0.4847971686923681,-1.1913663087997344,-1.653182732767955
A,b,-0.636784615639001,1.646644014061651,-2.4035071961206675,1.863712037844711,-3.6529977907325586
C,a,4.915323598381195,2.509979108035837,-2.2260535574563916,-1.75343555631537,1.5452854251226964
C,b,-0.7436518047281099,0.8978039567668279,1.018172354252299,1.2512508338044097,-7.324514350874161
C,a,-0.54805612234916,0.1896761247370613,3.814279512715582,1.1221648051304678,-3.8356888690932216
C,b,-1.3911475940730562,0.7266663828079629,4.321983787470519,-2.666334727914995,-8.101268683813407
A,b,0.8198989657692662,1.9801329535225056,-0.12604402565604847,-2.3766555365101585,0.14564670476328295
B,b,4.135008330481024,-1.3650296739390222,0.9664387932180037,3.5633126695577526,-7.997553326133938
A,b,-0.8801057355521885,-1.3569810618437066,-4.892740820674353,1.7972081598173415,-4.79492831089454
A,b,0.81688770006772915,2.1975265808392863,1.0234566897471407,-2.181232361575693,0.5446784337803385
C,a,-1.0054709477182429,0.1359037749249122,0.45945458250521104,3.8998634874958897,-4.7196159597866245
C,a,-1.169586976439392,-1.0406027261678636,3.1070539068131837,-1.0247060887470372,-2.662232020268439
B,a,-0.7340951115926697,-1.456502147626161,-3.3246094897436897,0.6310959471456121,-1.08871070764122
B,a,0.7630235125792338,0.36528568601065253,-0.6654692724163301,-5.346271217750971,-1.2982089658708484
A,b,-2.9641593737756193,0.38551070273843135,1.436870849387863,-3.420843373452558,-3.904523141519347
B,a,2.9574818611433265,-1.7663117313989178,1.6161398188178773,0.16531607072615767,0.9729429158583849
A,b,-3.5220912863491742,2.3755727345105186,2.383354905331237,-3.2587794959361123,-0.1394512816053102
A,b,-1.6430428039733709,2.5231481259311597,-1.1092906048311402,0.6980745857466186,-3.400413879599452
C,a,-1.1752294980364784,-3.297725097591996,0.5763891226845149,-1.11757276584781,2.326557106383203
C,a,-2.013150005804038,4.073361951346655,2.0702097254611735,2.361050616327286,0.7285182276060234
A,a,2.775052375995363,-1.8453065516877323,-2.6324433592158925,-3.455801728656356,0.8887222487721451
C,a,-0.6956141836637353,-0.374985369421005,-2.9528703962189855,1.8905235946639725,-4.031702006703173
B,a,-2.9827334682813595,3.5701745601284633,-3.5213450705735854,0.36862107436543035,1.9973152293460754
B,a,0.5531434502184569,-0.9437307585807898,1.006686277474615,-0.6454759010327324,-0.515858252416992
A,b,-1.568728614492332,3.2335568844900555,-0.007167793753722821,-2.095642895520415,-3.0089454261643054
C,a,-0.6865607642174786,2.735640828506614,-2.9861945741786076,-4.82464811247923,2.078119077910207
C,a,0.09689395992713067,-0.8142542878801133,-2.493706578543926,1.677627532439384,-2.4943291407321455
B,a,0.07667637846804011,3.0455993744010517,-2.220931902399285,-0.8066145408924762,2.2255069949374375
A,b,-0.13905888712347877,0.34994256405975566,0.27801740910108985,0.9856555457961501,-4.152121489822927
C,b,2.5780739482760993,-1.0472723451208734,-2.9901185281440066,1.438174369082354,-4.268017778275555
B,b,3.6635008142496472,1.3155467131196301,-0.4251604360556534,3.073050786573556,-7.898672315869819
B,a,-4.312212756441644,1.42813088416231,0.6310355006385958,-0.6640542057572345,0.8039037160761587
B,b,-3.935301558793939,1.191239402842033,-0.10909987552442649,-3.070382690132234,-4.8396965460429575
A,b,-0.5508406656980719,1.2518418071513293,-3.6586132272578573,1.2591248027777384,-4.241679711857327
